date,partially_cleaned_text,sentiment,cleaned_text
25/10/21,"To be fair, I have not tried this in my drip coffee maker, only the Bialetti Moka Express 6-Cup Stovetop Percolator. The flavor is strong but smooth. It's not as bitter/acidic as Starbucks (and I like Starbucks alot). Definitely recommend for the Bialetti. P.S. The tins are nice too. Great for re-use around the house.",1,fair tried drip coffee maker bialetti moka express cup stovetop percolator flavor strong smooth bitter acidic starbucks like starbucks alot definitely recommend bialetti p tins nice great use around house
8/5/20,Nothing... and I mean absolutely nothing compares to these. Semi-hard chocolate shell outside and incredibly smooth chocolate inside. It's heaven in a box. Godiva DOESN'T EVEN COMPARE. The absolute best chocolate ever.,1,nothing mean absolutely nothing compares semi hard chocolate outside incredibly smooth chocolate inside heaven box godiva even compare absolute best chocolate ever
28/9/18,"Cheese is great, just what we were looking for considering it is hard to find this product.",1,cheese great looking considering hard find product
29/7/19,My boys have severe allergies. This is something that they enjoy and are able to eat. I love these because they are easy to pack on the go.,1,boys severe allergies something enjoy able eat love easy pack go
9/3/18,"This honey tastes great, plus the fact that it is raw, and research indicates it may be useful in the healing of stomach ulcers is a bonus.",1,honey tastes great plus fact raw research indicates may useful healing stomach ulcers bonus
18/5/18,"If you are looking for a tasty snack, look no further. These caramel Fiber One bars taste like a cross between a candy bar and a granola bar. The consistency is chewy, but not so chewy that it gets stuck in your teeth. Since each bar provides 35% of daily recommended fiber, it's relatively healthy as well. For those individuals that are on Weight Watchers, these bars are 2 points each... and well worth it. I highly recommend this snack. I also recommend the peanut butter Fiber One bars, although they are not quite as tasty, in my opinion. Fiber One Bars Oats And Peanut Butter, 5-Count Boxes (Pack of 12) ",1,looking tasty snack look caramel fiber one bars taste like cross candy bar granola bar consistency chewy chewy gets stuck teeth since bar provides daily recommended fiber relatively healthy well individuals weight watchers bars points well worth highly recommend snack also recommend peanut butter fiber one bars although quite tasty opinion fiber one bars oats peanut butter count boxes pack
17/5/20,This apple butter has a great taste but the price is so I would not purchase again. I know it can not cost this much to produce such a small jar,1,apple butter great taste price would purchase know cost much produce small jar
26/3/20,"these are very pricey so i only enjoy them now and then as a treat but the flavor is wonderfull and the packaging is very nice. would make a wonderfull gift to send to someone who likes such dainties. i will order again when i run out, truly a nice treat.",1,pricey enjoy treat flavor wonderfull packaging nice would make wonderfull gift send someone likes dainties order run truly nice treat
24/2/20,I have bought several of the Vitality canned dog food products and have found them all to be of good quality. The product looks more like a stew than a processed meat and it smells better. My Labrador is finicky and she appreciates this product better than most.,1,bought several vitality canned dog food products found good quality product looks like stew processed meat smells better labrador finicky appreciates product better
3/5/19,"I don't know how long these sat on the back of a shelf somewhere, but they were so old that they wouldn't cook. I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime. I can't even return these or ask for a refund, because food is not returnable. Will find a different brand to use. For now, I have about fifty servings of beans to throw away.",0,know long sat back shelf somewhere old would cook throw half skins damaged clear sign dried beans past prime cannot even return ask refund food returnable find different brand use fifty servings beans throw away
27/3/20,"The recommendation when we bought our puppies (lhasa/bichon mix and lhasa/poodle mix) was that we continue them on the food that they have had since being weaned. This is a somewhat expensive food so I can't say that we were terribly pleased but we loaded up on the stuff and headed home. Let me just say this, I have had small dogs before. Never have I seen such gas issues. Both of them consistently had foul gas. Consistently. Usually when they're sitting on our laps but, you know. They're dogs. When we got through the first bag of this stuff, we purchased more on amazon. It was a great price for it since we got a 40 lb bag for the price of (I think) a 15 lb bag at Petco. But, they continued to have gas. I mean, they loved the food, don't get me wrong and they loved it more when we'd mix in some water and it would be like soft food. Somehow that made their gas worse but I think I'll have to give that responsible to the speed with which they chowed down- can't blame the food itself for gluttony. Eventually, we switched their food. No more farting. I think it was due to the high fat content which undoubtedly is necessary for very small puppies. They just need that in their diet. I think that we were advised to keep them on it for much longer than was useful (they said up until 1 year). Yeah right, you try dealing with gas for that long. Around 6 mos of age we switched to PuppyChow. Much better. Granted, they don't like it as much, but we humans like it a whole lot better.",1,recommendation bought puppies lhasa bichon mix lhasa poodle mix continue food since weaned somewhat expensive food cannot say terribly pleased loaded stuff headed home let say small dogs never seen gas issues consistently foul gas consistently usually sitting laps know dogs got first bag stuff purchased amazon great price since got lb bag price think lb bag petco continued gas mean loved food get wrong loved would mix water would like soft food somehow made gas worse think give responsible speed chowed cannot blame food gluttony eventually switched food farting think due high fat content undoubtedly necessary small puppies need diet think advised keep much longer useful said year yeah right try dealing gas long around mos age switched puppychow much better granted like much humans like whole lot better
